course_name,comment_text,grade_score,course_rating,sentiment_label
Literature,"Neutral feeling, nothing special.",46,4,0
Literature,"Hard to follow, needs better structure.",52.5,5,-1
Literature,Loved the depth and historical insights!,83.5,5,1
Literature,"Neutral feeling, nothing special.",64,1,0
Literature,"Neutral feeling, nothing special.",40.5,2,0
Literature,I found the materials a bit confusing and poorly organized.,66.5,4,-1
Literature,"Hard to follow, needs better structure.",30.5,3,-1
Literature,"Brilliant explanations, very engaging!",70,2,1
Literature,The quizzes were unclear and frustrating.,64,1,-1
Literature,"Neutral feeling, nothing special.",6.5,4,0
Literature,Loved the depth and historical insights!,70,3,1
Literature,"Neutral feeling, nothing special.",37.5,5,0
Literature,Loved the depth and historical insights!,70.5,2,1
Literature,The course is very informative and the instructor is great.,92.5,5,1
Literature,A good mix of lectures and assignments.,76.5,5,-1
Literature,Loved the depth and historical insights!,42.5,1,1
Literature,Excellent content but too fast-paced.,97,5,1
Literature,I found the materials a bit confusing and poorly organized.,80,1,-1
Literature,A good mix of lectures and assignments.,29,4,-1
Literature,"Brilliant explanations, very engaging!",27.5,2,1
Literature,Loved the depth and historical insights!,60,2,1
Literature,Loved the depth and historical insights!,22,3,1
Literature,The quizzes were unclear and frustrating.,69,1,-1
Literature,A good mix of lectures and assignments.,7,4,-1
Literature,The course is very informative and the instructor is great.,47,3,1
Literature,"Hard to follow, needs better structure.",13,1,-1
Literature,A good mix of lectures and assignments.,32.5,4,-1
Literature,"Hard to follow, needs better structure.",63.5,1,-1
Literature,"Neutral feeling, nothing special.",36,4,0
Literature,A good mix of lectures and assignments.,84,4,-1
Literature,"Too theoretical, lacked real-world examples.",46,1,-1
Literature,A good mix of lectures and assignments.,18.5,5,-1
Literature,"Too theoretical, lacked real-world examples.",48,5,-1
Literature,The quizzes were unclear and frustrating.,68,5,-1
Literature,"Neutral feeling, nothing special.",11.5,2,0
Literature,Excellent content but too fast-paced.,87,1,1
Literature,"Hard to follow, needs better structure.",71,1,-1
Literature,Loved the depth and historical insights!,89,4,1
Literature,The quizzes were unclear and frustrating.,35.5,3,-1
Literature,A good mix of lectures and assignments.,72,4,-1
Literature,"Too theoretical, lacked real-world examples.",30,3,-1
Literature,The course is very informative and the instructor is great.,79,3,1
Literature,"Hard to follow, needs better structure.",50.5,5,-1
Literature,Excellent content but too fast-paced.,73,1,1
Literature,Excellent content but too fast-paced.,6.5,2,1
Literature,"Neutral feeling, nothing special.",69.5,3,0
Literature,"Too theoretical, lacked real-world examples.",92,3,-1
Literature,I found the materials a bit confusing and poorly organized.,10,5,-1
Literature,"Brilliant explanations, very engaging!",50,4,1
Literature,Excellent content but too fast-paced.,37,1,1
Literature,The quizzes were unclear and frustrating.,49.5,3,-1
Literature,"Neutral feeling, nothing special.",69,5,0
Literature,The course is very informative and the instructor is great.,11.5,2,1
Literature,The course is very informative and the instructor is great.,29.5,2,1
Literature,Excellent content but too fast-paced.,12.5,3,1
Literature,I found the materials a bit confusing and poorly organized.,39.5,2,-1
Literature,"Neutral feeling, nothing special.",11,1,0
Literature,The course is very informative and the instructor is great.,75,5,1
Literature,Loved the depth and historical insights!,11.5,3,1
Literature,"Hard to follow, needs better structure.",7.5,2,-1
Literature,"Brilliant explanations, very engaging!",56,2,1
Literature,The course is very informative and the instructor is great.,47,3,1
Literature,"Hard to follow, needs better structure.",68.5,5,-1
Literature,"Brilliant explanations, very engaging!",26,2,1
Literature,"Too theoretical, lacked real-world examples.",13,5,-1
Literature,"Neutral feeling, nothing special.",12,4,0
Literature,I found the materials a bit confusing and poorly organized.,21,5,-1
Literature,The course is very informative and the instructor is great.,84.5,4,1
Literature,A good mix of lectures and assignments.,77.5,3,-1
Literature,"Neutral feeling, nothing special.",22,1,0
Literature,Loved the depth and historical insights!,9.5,2,1
Literature,Loved the depth and historical insights!,38.5,5,1
Literature,"Too theoretical, lacked real-world examples.",16.5,3,-1
Literature,"Hard to follow, needs better structure.",56,2,-1
Literature,"Too theoretical, lacked real-world examples.",7,5,-1
Literature,"Hard to follow, needs better structure.",80.5,2,-1
Literature,The quizzes were unclear and frustrating.,17.5,5,-1
Literature,"Too theoretical, lacked real-world examples.",13,3,-1
Literature,The quizzes were unclear and frustrating.,44.5,2,-1
Literature,"Hard to follow, needs better structure.",95,1,-1
Literature,"Hard to follow, needs better structure.",53.5,1,-1
Literature,Excellent content but too fast-paced.,46,3,1
Literature,"Hard to follow, needs better structure.",21.5,1,-1
Literature,Excellent content but too fast-paced.,65.5,3,1
Literature,A good mix of lectures and assignments.,43,3,-1
Literature,Excellent content but too fast-paced.,28,4,1
Literature,"Too theoretical, lacked real-world examples.",35,5,-1
Literature,"Too theoretical, lacked real-world examples.",85.5,2,-1
Literature,"Hard to follow, needs better structure.",16.5,3,-1
Literature,"Brilliant explanations, very engaging!",69,4,1
Literature,The quizzes were unclear and frustrating.,11.5,3,-1
Literature,A good mix of lectures and assignments.,86,5,-1
Literature,"Too theoretical, lacked real-world examples.",37.5,2,-1
Literature,Loved the depth and historical insights!,48,4,1
Literature,The course is very informative and the instructor is great.,18.5,2,1
Literature,"Neutral feeling, nothing special.",99.5,4,0
Literature,"Neutral feeling, nothing special.",95.5,5,0
Literature,Excellent content but too fast-paced.,19,1,1
Literature,I found the materials a bit confusing and poorly organized.,57.5,1,-1
Literature,"Too theoretical, lacked real-world examples.",57,5,-1
Literature,Excellent content but too fast-paced.,52.5,3,1
Literature,"Too theoretical, lacked real-world examples.",10.5,4,-1
Literature,"Neutral feeling, nothing special.",98.5,1,0
Literature,Excellent content but too fast-paced.,62.5,1,1
Literature,The quizzes were unclear and frustrating.,79.5,2,-1
Literature,"Neutral feeling, nothing special.",92,5,0
Literature,"Neutral feeling, nothing special.",11.5,3,0
Literature,The quizzes were unclear and frustrating.,21.5,2,-1
Literature,Loved the depth and historical insights!,95,1,1
Literature,The quizzes were unclear and frustrating.,100,1,-1
Literature,"Neutral feeling, nothing special.",71.5,5,0
Literature,I found the materials a bit confusing and poorly organized.,37.5,4,-1
Literature,"Hard to follow, needs better structure.",89,4,-1
Literature,A good mix of lectures and assignments.,11.5,4,-1
Literature,I found the materials a bit confusing and poorly organized.,14.5,3,-1
Literature,Loved the depth and historical insights!,30,4,1
Literature,Excellent content but too fast-paced.,47.5,3,1
Literature,"Brilliant explanations, very engaging!",29.5,5,1
Literature,A good mix of lectures and assignments.,16,4,-1
Literature,Excellent content but too fast-paced.,48.5,2,1
Literature,"Too theoretical, lacked real-world examples.",13.5,2,-1
Literature,"Too theoretical, lacked real-world examples.",74,2,-1
Literature,"Brilliant explanations, very engaging!",39,2,1
Literature,"Hard to follow, needs better structure.",18,5,-1
Literature,"Too theoretical, lacked real-world examples.",86,4,-1
Literature,"Neutral feeling, nothing special.",10.5,1,0
Literature,"Neutral feeling, nothing special.",59,1,0
Literature,"Hard to follow, needs better structure.",24,1,-1
Literature,I found the materials a bit confusing and poorly organized.,51.5,3,-1
Literature,Loved the depth and historical insights!,32.5,1,1
Literature,The quizzes were unclear and frustrating.,17.5,1,-1
Literature,The quizzes were unclear and frustrating.,17.5,4,-1
Literature,"Hard to follow, needs better structure.",71.5,3,-1
Literature,The course is very informative and the instructor is great.,57.5,3,1
Literature,"Brilliant explanations, very engaging!",73,4,1
Literature,The quizzes were unclear and frustrating.,60,4,-1
Literature,The quizzes were unclear and frustrating.,2,5,-1
Literature,"Neutral feeling, nothing special.",24.5,5,0
Literature,"Hard to follow, needs better structure.",46,4,-1
Literature,"Too theoretical, lacked real-world examples.",8.5,1,-1
Literature,Loved the depth and historical insights!,44.5,1,1
Literature,"Too theoretical, lacked real-world examples.",81,4,-1
Literature,The quizzes were unclear and frustrating.,52.5,2,-1
Literature,"Hard to follow, needs better structure.",84.5,2,-1
Literature,Excellent content but too fast-paced.,16,4,1
Literature,I found the materials a bit confusing and poorly organized.,4.5,1,-1
Literature,Loved the depth and historical insights!,93,4,1
Literature,The course is very informative and the instructor is great.,85.5,1,1
Literature,"Too theoretical, lacked real-world examples.",38,4,-1
Literature,"Too theoretical, lacked real-world examples.",40.5,2,-1
Literature,"Hard to follow, needs better structure.",67.5,1,-1
Literature,Excellent content but too fast-paced.,64,1,1
Literature,The course is very informative and the instructor is great.,2,4,1
Literature,"Hard to follow, needs better structure.",50.5,1,-1
Literature,"Hard to follow, needs better structure.",36.5,2,-1
Literature,Excellent content but too fast-paced.,43,4,1
Literature,"Too theoretical, lacked real-world examples.",10,4,-1
Literature,"Neutral feeling, nothing special.",90,4,0
Literature,The course is very informative and the instructor is great.,70,2,1
Literature,"Hard to follow, needs better structure.",24.5,1,-1
Literature,"Brilliant explanations, very engaging!",87,4,1
Literature,"Neutral feeling, nothing special.",67,5,0
Literature,"Hard to follow, needs better structure.",39.5,2,-1
Literature,"Too theoretical, lacked real-world examples.",9.5,3,-1
Literature,"Too theoretical, lacked real-world examples.",90,5,-1
Literature,"Brilliant explanations, very engaging!",44,3,1
Literature,Excellent content but too fast-paced.,14.5,3,1
Literature,"Too theoretical, lacked real-world examples.",47,4,-1
Literature,The course is very informative and the instructor is great.,41,1,1
Literature,"Brilliant explanations, very engaging!",46.5,1,1
Literature,A good mix of lectures and assignments.,71.5,4,-1
Literature,The course is very informative and the instructor is great.,85.5,2,1
Literature,Loved the depth and historical insights!,83.5,2,1
Literature,I found the materials a bit confusing and poorly organized.,37.5,3,-1
Literature,Excellent content but too fast-paced.,32,5,1
Literature,The course is very informative and the instructor is great.,7,4,1
Literature,I found the materials a bit confusing and poorly organized.,61.5,4,-1
Literature,The quizzes were unclear and frustrating.,71,1,-1
Literature,Loved the depth and historical insights!,23,2,1
Logic,"Brilliant explanations, very engaging!",55.5,3,1
Logic,"Hard to follow, needs better structure.",92.5,2,-1
Logic,The course is very informative and the instructor is great.,75,5,1
Logic,"Too theoretical, lacked real-world examples.",77.5,1,-1
Logic,The quizzes were unclear and frustrating.,20,3,-1
Logic,A good mix of lectures and assignments.,97.5,1,-1
Logic,"Hard to follow, needs better structure.",9,3,-1
Logic,"Neutral feeling, nothing special.",92,4,0
Logic,"Too theoretical, lacked real-world examples.",2.5,2,-1
Logic,"Brilliant explanations, very engaging!",54.5,1,1
Logic,Excellent content but too fast-paced.,85.5,5,1
Logic,Excellent content but too fast-paced.,60.5,3,1
Logic,I found the materials a bit confusing and poorly organized.,61.5,2,-1
Logic,Loved the depth and historical insights!,60.5,3,1
Logic,Loved the depth and historical insights!,29.5,4,1
Logic,The quizzes were unclear and frustrating.,24.5,5,-1
Logic,"Hard to follow, needs better structure.",83.5,2,-1
Logic,I found the materials a bit confusing and poorly organized.,52.5,4,-1
Logic,Loved the depth and historical insights!,95,2,1
Logic,Loved the depth and historical insights!,90,5,1
Logic,Loved the depth and historical insights!,50.5,1,1
Logic,Excellent content but too fast-paced.,56,5,1
Logic,"Neutral feeling, nothing special.",76,3,0
Logic,"Brilliant explanations, very engaging!",4,1,1
Logic,"Too theoretical, lacked real-world examples.",45.5,3,-1
Logic,Loved the depth and historical insights!,54,5,1
Logic,The course is very informative and the instructor is great.,59,2,1
Logic,I found the materials a bit confusing and poorly organized.,77,4,-1
Logic,Excellent content but too fast-paced.,82,2,1
Logic,The course is very informative and the instructor is great.,60.5,3,1
Logic,The quizzes were unclear and frustrating.,86.5,2,-1
Logic,Excellent content but too fast-paced.,94.5,2,1
Logic,"Neutral feeling, nothing special.",12.5,5,0
Logic,A good mix of lectures and assignments.,29,4,-1
Logic,"Too theoretical, lacked real-world examples.",49,3,-1
Logic,I found the materials a bit confusing and poorly organized.,62,3,-1
Logic,"Hard to follow, needs better structure.",87.5,3,-1
Logic,"Brilliant explanations, very engaging!",28,1,1
Logic,The quizzes were unclear and frustrating.,14.5,3,-1
Logic,I found the materials a bit confusing and poorly organized.,41,2,-1
Logic,Loved the depth and historical insights!,32.5,5,1
Logic,Excellent content but too fast-paced.,43,4,1
Logic,Loved the depth and historical insights!,22,1,1
Logic,"Brilliant explanations, very engaging!",16.5,5,1
Logic,"Too theoretical, lacked real-world examples.",0,3,-1
Logic,A good mix of lectures and assignments.,97.5,3,-1
Logic,"Hard to follow, needs better structure.",20,4,-1
Logic,Excellent content but too fast-paced.,31.5,2,1
Logic,The quizzes were unclear and frustrating.,88,4,-1
Logic,"Too theoretical, lacked real-world examples.",72.5,3,-1
Logic,"Hard to follow, needs better structure.",9,3,-1
Logic,"Neutral feeling, nothing special.",18.5,4,0
Logic,"Brilliant explanations, very engaging!",18.5,2,1
Logic,The course is very informative and the instructor is great.,53,2,1
Logic,"Neutral feeling, nothing special.",15,4,0
Logic,I found the materials a bit confusing and poorly organized.,59.5,3,-1
Logic,"Brilliant explanations, very engaging!",95.5,4,1
Logic,The quizzes were unclear and frustrating.,17.5,4,-1
Logic,Loved the depth and historical insights!,85.5,4,1
Logic,"Neutral feeling, nothing special.",77,3,0
Logic,Excellent content but too fast-paced.,18,5,1
Logic,"Neutral feeling, nothing special.",37,1,0
Logic,A good mix of lectures and assignments.,23.5,1,-1
Logic,Excellent content but too fast-paced.,93,2,1
Logic,I found the materials a bit confusing and poorly organized.,36,4,-1
Logic,"Brilliant explanations, very engaging!",48,2,1
Logic,The quizzes were unclear and frustrating.,35,4,-1
Logic,The course is very informative and the instructor is great.,69,4,1
Logic,A good mix of lectures and assignments.,23.5,1,-1
Logic,"Neutral feeling, nothing special.",20,3,0
Logic,"Hard to follow, needs better structure.",53,1,-1
Logic,The quizzes were unclear and frustrating.,7.5,2,-1
Logic,Excellent content but too fast-paced.,82.5,1,1
Logic,"Too theoretical, lacked real-world examples.",22.5,4,-1
Logic,"Brilliant explanations, very engaging!",99.5,5,1
Logic,The course is very informative and the instructor is great.,3,2,1
Logic,The quizzes were unclear and frustrating.,47.5,2,-1
Logic,The quizzes were unclear and frustrating.,52.5,3,-1
Logic,The course is very informative and the instructor is great.,11.5,5,1
Logic,A good mix of lectures and assignments.,92.5,2,-1
Logic,The quizzes were unclear and frustrating.,77,5,-1
Logic,I found the materials a bit confusing and poorly organized.,79.5,4,-1
Logic,I found the materials a bit confusing and poorly organized.,3.5,1,-1
Logic,A good mix of lectures and assignments.,68,5,-1
Logic,The course is very informative and the instructor is great.,20.5,5,1
Logic,Loved the depth and historical insights!,73,5,1
Logic,The quizzes were unclear and frustrating.,17.5,3,-1
Logic,"Neutral feeling, nothing special.",99,3,0
Logic,"Hard to follow, needs better structure.",83,3,-1
Logic,The quizzes were unclear and frustrating.,21.5,2,-1
Logic,A good mix of lectures and assignments.,50.5,3,-1
Logic,"Too theoretical, lacked real-world examples.",51,4,-1
Logic,Excellent content but too fast-paced.,69.5,5,1
Logic,Excellent content but too fast-paced.,10.5,2,1
Logic,A good mix of lectures and assignments.,77,4,-1
Logic,The course is very informative and the instructor is great.,50,1,1
Logic,A good mix of lectures and assignments.,29.5,2,-1
Logic,"Hard to follow, needs better structure.",63,2,-1
Logic,"Too theoretical, lacked real-world examples.",8,4,-1
Logic,A good mix of lectures and assignments.,31,2,-1
Logic,Loved the depth and historical insights!,50,2,1
Logic,Excellent content but too fast-paced.,5.5,4,1
Logic,"Brilliant explanations, very engaging!",30.5,1,1
Logic,"Too theoretical, lacked real-world examples.",82,3,-1
Logic,"Hard to follow, needs better structure.",42,4,-1
Logic,"Too theoretical, lacked real-world examples.",23,5,-1
Logic,"Hard to follow, needs better structure.",97.5,2,-1
Logic,"Too theoretical, lacked real-world examples.",57,5,-1
Logic,The quizzes were unclear and frustrating.,32,4,-1
Logic,A good mix of lectures and assignments.,91,1,-1
Logic,"Brilliant explanations, very engaging!",68,3,1
Logic,The quizzes were unclear and frustrating.,4.5,2,-1
Logic,"Hard to follow, needs better structure.",36,1,-1
Logic,Excellent content but too fast-paced.,88.5,1,1
Logic,"Neutral feeling, nothing special.",7.5,1,0
Logic,"Brilliant explanations, very engaging!",86.5,5,1
Logic,"Brilliant explanations, very engaging!",30,2,1
Logic,I found the materials a bit confusing and poorly organized.,97,4,-1
Logic,I found the materials a bit confusing and poorly organized.,88.5,1,-1
Logic,"Hard to follow, needs better structure.",59,1,-1
Logic,The course is very informative and the instructor is great.,94.5,3,1
Logic,"Brilliant explanations, very engaging!",64,3,1
Logic,The course is very informative and the instructor is great.,26,1,1
Logic,A good mix of lectures and assignments.,14,2,-1
Logic,"Hard to follow, needs better structure.",11,2,-1
Logic,"Neutral feeling, nothing special.",92,3,0
Logic,A good mix of lectures and assignments.,18.5,1,-1
Logic,Excellent content but too fast-paced.,87.5,4,1
Logic,A good mix of lectures and assignments.,27,5,-1
Logic,"Hard to follow, needs better structure.",53.5,2,-1
Logic,I found the materials a bit confusing and poorly organized.,4,5,-1
Logic,Excellent content but too fast-paced.,29.5,1,1
Logic,"Brilliant explanations, very engaging!",70.5,1,1
Logic,A good mix of lectures and assignments.,13.5,4,-1
Logic,I found the materials a bit confusing and poorly organized.,63,3,-1
Logic,"Too theoretical, lacked real-world examples.",86,5,-1
Logic,Excellent content but too fast-paced.,86,2,1
Logic,I found the materials a bit confusing and poorly organized.,8.5,1,-1
Logic,Loved the depth and historical insights!,92,3,1
Logic,The quizzes were unclear and frustrating.,56,2,-1
Logic,I found the materials a bit confusing and poorly organized.,11.5,4,-1
Logic,A good mix of lectures and assignments.,20.5,5,-1
Logic,"Hard to follow, needs better structure.",17,4,-1
Logic,The quizzes were unclear and frustrating.,63.5,1,-1
Logic,Loved the depth and historical insights!,75,2,1
Logic,A good mix of lectures and assignments.,89,3,-1
Logic,I found the materials a bit confusing and poorly organized.,53.5,5,-1
Logic,A good mix of lectures and assignments.,38,5,-1
Logic,A good mix of lectures and assignments.,41.5,2,-1
Logic,Loved the depth and historical insights!,74.5,3,1
Logic,"Too theoretical, lacked real-world examples.",25,3,-1
Logic,I found the materials a bit confusing and poorly organized.,73,2,-1
Logic,I found the materials a bit confusing and poorly organized.,38,2,-1
Logic,The quizzes were unclear and frustrating.,91.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",14.5,2,-1
Logic,Loved the depth and historical insights!,15,1,1
Logic,Excellent content but too fast-paced.,1,3,1
Logic,"Hard to follow, needs better structure.",31.5,3,-1
Logic,I found the materials a bit confusing and poorly organized.,2.5,3,-1
Logic,"Brilliant explanations, very engaging!",43.5,3,1
Logic,Excellent content but too fast-paced.,72.5,4,1
Logic,Loved the depth and historical insights!,91.5,5,1
Logic,"Hard to follow, needs better structure.",89,2,-1
Logic,Loved the depth and historical insights!,62.5,2,1
Logic,A good mix of lectures and assignments.,5,2,-1
Logic,A good mix of lectures and assignments.,47,4,-1
Logic,Excellent content but too fast-paced.,29.5,4,1
Logic,A good mix of lectures and assignments.,94,1,-1
Logic,I found the materials a bit confusing and poorly organized.,62,4,-1
Logic,The course is very informative and the instructor is great.,9,2,1
Logic,I found the materials a bit confusing and poorly organized.,78,3,-1
Logic,"Neutral feeling, nothing special.",58.5,3,0
Logic,The course is very informative and the instructor is great.,10.5,2,1
Logic,The quizzes were unclear and frustrating.,78,2,-1
Logic,"Brilliant explanations, very engaging!",3,2,1
Logic,The quizzes were unclear and frustrating.,13.5,1,-1
Logic,Loved the depth and historical insights!,89,5,1
Logic,The course is very informative and the instructor is great.,28,4,1
Logic,"Brilliant explanations, very engaging!",93,1,1
Logic,I found the materials a bit confusing and poorly organized.,33.5,5,-1
Logic,"Too theoretical, lacked real-world examples.",41.5,3,-1
Logic,Loved the depth and historical insights!,26,1,1
Logic,Loved the depth and historical insights!,77,2,1
Logic,The quizzes were unclear and frustrating.,32.5,5,-1
Logic,The course is very informative and the instructor is great.,33.5,1,1
Logic,I found the materials a bit confusing and poorly organized.,35,5,-1
Logic,Loved the depth and historical insights!,30.5,2,1
Logic,"Neutral feeling, nothing special.",53,1,0
Logic,I found the materials a bit confusing and poorly organized.,89.5,4,-1
Logic,Excellent content but too fast-paced.,68,4,1
Logic,I found the materials a bit confusing and poorly organized.,68,5,-1
Logic,"Brilliant explanations, very engaging!",50,2,1
Logic,A good mix of lectures and assignments.,47.5,1,-1
Logic,I found the materials a bit confusing and poorly organized.,30.5,5,-1
Logic,The course is very informative and the instructor is great.,83.5,4,1
Logic,The course is very informative and the instructor is great.,21.5,5,1
Logic,I found the materials a bit confusing and poorly organized.,23.5,5,-1
Logic,The course is very informative and the instructor is great.,21,1,1
Logic,"Brilliant explanations, very engaging!",70,2,1
Logic,The quizzes were unclear and frustrating.,92.5,2,-1
Logic,"Hard to follow, needs better structure.",9.5,3,-1
Logic,"Too theoretical, lacked real-world examples.",21.5,5,-1
Logic,"Too theoretical, lacked real-world examples.",72,4,-1
Logic,"Too theoretical, lacked real-world examples.",29,1,-1
Logic,I found the materials a bit confusing and poorly organized.,96,3,-1
Logic,"Too theoretical, lacked real-world examples.",44.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",99.5,1,-1
Logic,A good mix of lectures and assignments.,27.5,2,-1
Logic,Excellent content but too fast-paced.,29,1,1
Logic,The course is very informative and the instructor is great.,0.5,4,1
Logic,The course is very informative and the instructor is great.,38.5,1,1
Logic,"Neutral feeling, nothing special.",67,1,0
Logic,A good mix of lectures and assignments.,97.5,5,-1
Logic,"Brilliant explanations, very engaging!",76,4,1
Logic,"Too theoretical, lacked real-world examples.",53,4,-1
Logic,"Neutral feeling, nothing special.",40.5,2,0
Logic,Loved the depth and historical insights!,68,5,1
Logic,The course is very informative and the instructor is great.,35.5,4,1
Logic,A good mix of lectures and assignments.,21.5,4,-1
Logic,Loved the depth and historical insights!,23.5,1,1
Logic,"Brilliant explanations, very engaging!",27.5,5,1
Logic,Loved the depth and historical insights!,21.5,4,1
Logic,"Neutral feeling, nothing special.",15,4,0
Logic,The course is very informative and the instructor is great.,73,2,1
Logic,"Hard to follow, needs better structure.",4.5,4,-1
Logic,I found the materials a bit confusing and poorly organized.,69,1,-1
Logic,I found the materials a bit confusing and poorly organized.,18.5,4,-1
Logic,Loved the depth and historical insights!,13,3,1
Logic,"Neutral feeling, nothing special.",27,1,0
Logic,A good mix of lectures and assignments.,21.5,1,-1
Logic,A good mix of lectures and assignments.,4.5,4,-1
Logic,Loved the depth and historical insights!,43.5,4,1
Logic,Excellent content but too fast-paced.,32.5,4,1
Logic,I found the materials a bit confusing and poorly organized.,15,5,-1
Logic,Excellent content but too fast-paced.,89.5,3,1
Logic,The course is very informative and the instructor is great.,7,4,1
Logic,Excellent content but too fast-paced.,84.5,2,1
Logic,"Hard to follow, needs better structure.",56.5,4,-1
Logic,"Hard to follow, needs better structure.",36.5,5,-1
Logic,Loved the depth and historical insights!,65.5,5,1
Logic,Loved the depth and historical insights!,52.5,1,1
Logic,"Brilliant explanations, very engaging!",35.5,5,1
Logic,"Hard to follow, needs better structure.",70.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",63.5,4,-1
Logic,The course is very informative and the instructor is great.,89,1,1
Logic,The quizzes were unclear and frustrating.,36.5,3,-1
Logic,Excellent content but too fast-paced.,41,3,1
Logic,The quizzes were unclear and frustrating.,81,2,-1
Logic,Excellent content but too fast-paced.,97,5,1
Logic,The quizzes were unclear and frustrating.,7,3,-1
Logic,I found the materials a bit confusing and poorly organized.,20.5,1,-1
Logic,"Brilliant explanations, very engaging!",68,3,1
Logic,The course is very informative and the instructor is great.,17,2,1
Logic,Loved the depth and historical insights!,82.5,1,1
Logic,"Hard to follow, needs better structure.",64.5,4,-1
Logic,"Too theoretical, lacked real-world examples.",65,5,-1
Logic,"Too theoretical, lacked real-world examples.",51.5,1,-1
Logic,"Neutral feeling, nothing special.",83,3,0
Logic,Excellent content but too fast-paced.,26.5,5,1
Logic,"Brilliant explanations, very engaging!",78.5,1,1
Logic,Excellent content but too fast-paced.,48,2,1
Logic,The quizzes were unclear and frustrating.,26.5,5,-1
Logic,The course is very informative and the instructor is great.,57.5,3,1
Logic,Excellent content but too fast-paced.,72,5,1
Logic,"Hard to follow, needs better structure.",92,4,-1
Logic,"Hard to follow, needs better structure.",54.5,4,-1
Logic,The quizzes were unclear and frustrating.,54.5,2,-1
Logic,Excellent content but too fast-paced.,26,3,1
Logic,"Brilliant explanations, very engaging!",30,1,1
Logic,"Neutral feeling, nothing special.",98.5,3,0
Logic,"Too theoretical, lacked real-world examples.",33.5,3,-1
Logic,"Too theoretical, lacked real-world examples.",53.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",82.5,2,-1
Logic,"Hard to follow, needs better structure.",12,4,-1
Logic,Excellent content but too fast-paced.,81,5,1
Logic,The course is very informative and the instructor is great.,66,2,1
Logic,"Hard to follow, needs better structure.",10,5,-1
Logic,"Hard to follow, needs better structure.",69.5,4,-1
Logic,"Hard to follow, needs better structure.",11,2,-1
Logic,"Too theoretical, lacked real-world examples.",77.5,5,-1
Logic,A good mix of lectures and assignments.,95.5,4,-1
Logic,"Too theoretical, lacked real-world examples.",58.5,2,-1
Logic,A good mix of lectures and assignments.,37.5,3,-1
Logic,Loved the depth and historical insights!,25,1,1
Logic,Loved the depth and historical insights!,96.5,5,1
Logic,"Brilliant explanations, very engaging!",77.5,5,1
Logic,"Hard to follow, needs better structure.",70,3,-1
Logic,"Hard to follow, needs better structure.",59,4,-1
Logic,"Brilliant explanations, very engaging!",26,2,1
Logic,"Hard to follow, needs better structure.",62,5,-1
Logic,The quizzes were unclear and frustrating.,77.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",75.5,2,-1
Logic,I found the materials a bit confusing and poorly organized.,28.5,4,-1
Logic,The course is very informative and the instructor is great.,87.5,2,1
Logic,"Hard to follow, needs better structure.",99.5,3,-1
Logic,Loved the depth and historical insights!,87,3,1
Logic,Loved the depth and historical insights!,16,5,1
Logic,"Too theoretical, lacked real-world examples.",93.5,4,-1
Logic,A good mix of lectures and assignments.,27,3,-1
Logic,A good mix of lectures and assignments.,85,2,-1
Logic,Excellent content but too fast-paced.,77,2,1
Logic,Loved the depth and historical insights!,56.5,5,1
Logic,A good mix of lectures and assignments.,29.5,2,-1
Logic,The course is very informative and the instructor is great.,21,4,1
Logic,A good mix of lectures and assignments.,16.5,1,-1
Logic,"Too theoretical, lacked real-world examples.",30,5,-1
Logic,Loved the depth and historical insights!,23,2,1
Logic,The quizzes were unclear and frustrating.,4,4,-1
Logic,"Too theoretical, lacked real-world examples.",41.5,4,-1
Logic,"Brilliant explanations, very engaging!",61,3,1
Logic,The quizzes were unclear and frustrating.,54.5,3,-1
Logic,"Hard to follow, needs better structure.",20,5,-1
Logic,"Too theoretical, lacked real-world examples.",18.5,5,-1
Logic,I found the materials a bit confusing and poorly organized.,66,3,-1
Logic,"Neutral feeling, nothing special.",80,4,0
Logic,A good mix of lectures and assignments.,54,2,-1
Logic,Loved the depth and historical insights!,24.5,5,1
Logic,"Brilliant explanations, very engaging!",89.5,3,1
Logic,"Too theoretical, lacked real-world examples.",79.5,1,-1
Logic,The course is very informative and the instructor is great.,93.5,5,1
Logic,I found the materials a bit confusing and poorly organized.,97.5,4,-1
Logic,"Too theoretical, lacked real-world examples.",80.5,1,-1
Logic,"Brilliant explanations, very engaging!",28,3,1
Logic,I found the materials a bit confusing and poorly organized.,62,5,-1
Logic,"Hard to follow, needs better structure.",10.5,1,-1
Logic,A good mix of lectures and assignments.,55.5,4,-1
Logic,The course is very informative and the instructor is great.,56.5,1,1
Logic,Excellent content but too fast-paced.,56,3,1
Logic,Loved the depth and historical insights!,28,2,1
Logic,"Brilliant explanations, very engaging!",87,2,1
Logic,The quizzes were unclear and frustrating.,11.5,2,-1
Logic,"Hard to follow, needs better structure.",65.5,2,-1
Logic,"Hard to follow, needs better structure.",70,3,-1
Logic,I found the materials a bit confusing and poorly organized.,48.5,4,-1
Logic,I found the materials a bit confusing and poorly organized.,66,2,-1
Logic,Excellent content but too fast-paced.,67,5,1
Logic,"Brilliant explanations, very engaging!",3.5,1,1
